source,target,classification
SEC61A2,ABCD3,experimental_pairs
ZNF827,NRGN,experimental_pairs
IRF3,SRGN,experimental_pairs
PCMTD2,UBXN7,experimental_pairs
ZNF281,MRPL52,experimental_pairs
PROX1,SNRNP40,experimental_pairs
TLR4,ARL5A,experimental_pairs
CX3CL1,COX17,experimental_pairs
FZD6,KCTD12,experimental_pairs
FZD6,CLNS1A,experimental_pairs
MNT,SYNC,experimental_pairs
CSDE1,TSPAN14,experimental_pairs
ENSA,SCAND1,experimental_pairs
MAP1LC3B2,CNOT7,experimental_pairs
NME6,RPS3,experimental_pairs
ABCA5,ECHS1,experimental_pairs
ACAD11,MT-ND3,experimental_pairs
GSTM2,UBE2G2,experimental_pairs
ARG2,NUTM2A-AS1,experimental_pairs
PHLDA3,TMEM132A,experimental_pairs
MAST3,C19orf53,experimental_pairs
SMARCB1,VAPA,experimental_pairs
EMP2,PTPRA,experimental_pairs
PEX6,ATF4,experimental_pairs
TTLL11,XRN2,experimental_pairs
IST1,DNAJC21,experimental_pairs
MGA,GPX4,experimental_pairs
PRPH2,UQCRFS1,experimental_pairs
S100A10,SHMT2,experimental_pairs
PARP12,FAM234A,experimental_pairs
POLR2M,YBX1,experimental_pairs
TMEM9,MGLL,experimental_pairs
SMARCAD1,TMEM147,experimental_pairs
TRPC4AP,MPLKIP,experimental_pairs
MLEC,TPR,experimental_pairs
KMT2D,IFNGR2,experimental_pairs
FYN,MAPRE1,experimental_pairs
SMARCB1,TOP1,experimental_pairs
FYCO1,CIAO2B,experimental_pairs
ARNT,EPS8L1,experimental_pairs
OS9,OSBPL8,experimental_pairs
AGTRAP,UBLCP1,experimental_pairs
KIF3A,ENO1,experimental_pairs
CREB1,SEH1L,experimental_pairs
PHF19,SNRPB,experimental_pairs
MIER3,RAD23A,experimental_pairs
GTF3A,CENPW,experimental_pairs
NOTCH4,LLPH,experimental_pairs
THADA,DPYSL3,experimental_pairs
DTYMK,NGRN,experimental_pairs
MT1F,DPM2,experimental_pairs
BMPER,CDKN1A,experimental_pairs
SNAPC5,CUEDC2,experimental_pairs
TTBK2,GRN,experimental_pairs
BOLA1,GCSH,experimental_pairs
MTPAP,RPL17,experimental_pairs
COLGALT1,PHB,experimental_pairs
MFSD4B,TNKS,experimental_pairs
EZR,C1QBP,experimental_pairs
CCL2,BHLHE40,experimental_pairs
PLPP3,TUT4,experimental_pairs
YLPM1,COA5,experimental_pairs
EZR,RPS18,experimental_pairs
RPL7L1,MT-ND6,experimental_pairs
LIPG,RAI14,experimental_pairs
TTBK2,ATP9A,experimental_pairs
PLTP,HOXB2,experimental_pairs
AP1G1,UBE2V1,experimental_pairs
SMARCC1,ARHGEF3,experimental_pairs
PHF19,IRF2,experimental_pairs
AP1G1,RCN2,experimental_pairs
MESP1,TCERG1,experimental_pairs
SOX4,TPD52L2,experimental_pairs
MTPAP,TMSB4X,experimental_pairs
TMEM115,CFL1,experimental_pairs
PLTP,CLTC,experimental_pairs
SELE,SARNP,experimental_pairs
TRIP12,TAX1BP1,experimental_pairs
IBTK,KPNA6,experimental_pairs
HINT3,MRC2,experimental_pairs
AGPAT4,CMTM6,experimental_pairs
ALKBH3,RPL15,experimental_pairs
RAB1A,F2R,experimental_pairs
AGTRAP,HCLS1,experimental_pairs
MGA,FAM200B,experimental_pairs
QRICH2,LSM10,experimental_pairs
STAT5A,UXT,experimental_pairs
CEP41,PPIA,experimental_pairs
MNT,BPTF,experimental_pairs
RNF146,ITGA5,experimental_pairs
MNT,ITGA5,experimental_pairs
NUDT18,PPDPF,experimental_pairs
AGER,DHX36,experimental_pairs
MOCS2,MED28,experimental_pairs
SMARCAD1,EPRS,experimental_pairs
SEC11C,CYTOR,experimental_pairs
ARPC2,LIMA1,experimental_pairs
NDUFA8,B2M,experimental_pairs
OASL,DNAJB1,experimental_pairs
IRF1,OLA1,experimental_pairs
PVR,ATF7,experimental_pairs
TRAF6,HCLS1,experimental_pairs
ABHD16A,YIPF5,experimental_pairs
TRPC4AP,RAB18,experimental_pairs
GNAS,EMD,experimental_pairs
ARHGAP26,CCN1,experimental_pairs
ARNT,RPS23,experimental_pairs
SLC2A11,PAPSS2,experimental_pairs
BLOC1S3,UBAC1,experimental_pairs
CCRL2,GGCX,experimental_pairs
DTYMK,COPA,experimental_pairs
HSPA13,RABEP1,experimental_pairs
LTB,SIGIRR,experimental_pairs
SBF2,HHEX,experimental_pairs
TNS2,CCN2,experimental_pairs
POLR2M,PFDN4,experimental_pairs
IFI30,OSTF1,experimental_pairs
NOS3,PRRC2C,experimental_pairs
CLDN1,UBA1,experimental_pairs
MAST3,KLC1,experimental_pairs
GLI2,MARCH6,experimental_pairs
ADAMTS10,NACA,experimental_pairs
ARHGAP26,CAMTA1,experimental_pairs
ARNT,YME1L1,experimental_pairs
TAOK1,SUGP2,experimental_pairs
TMEM38A,ADTRP,experimental_pairs
LTN1,PARVB,experimental_pairs
HAPLN3,B2M,experimental_pairs
KIF3A,WDR11,experimental_pairs
BAG6,AGO1,experimental_pairs
IRF3,RPS23,experimental_pairs
HEATR5B,PTPRF,experimental_pairs
VPS45,HP1BP3,experimental_pairs
NR2C1,FDPS,experimental_pairs
P2RX7,SCAMP1,experimental_pairs
RAP1A,EIF4G2,experimental_pairs
ACCS,SLC16A1-AS1,experimental_pairs
EHMT2,RNASE1,experimental_pairs
VPS45,TRIM44,experimental_pairs
NUFIP2,PSMA4,experimental_pairs
IFI30,PPP1R35,experimental_pairs
PRKAR1A,CBX3,experimental_pairs
EGR1,ZNF358,experimental_pairs
ZDHHC18,MLF2,experimental_pairs
PDLIM2,IMMT,experimental_pairs
DDX60L,ITFG1,experimental_pairs
MICALL2,FRMD6,experimental_pairs
POLR2M,TXNDC12,experimental_pairs
SELE,GSK3B,experimental_pairs
TSFM,TIPARP,experimental_pairs
TNFRSF14,TGFB1,experimental_pairs
PLEKHA5,MYADM,experimental_pairs
TRIM47,ABHD14B,experimental_pairs
FAM126A,SPCS1,experimental_pairs
NOTCH4,VAMP5,experimental_pairs
POGZ,RPL17,experimental_pairs
FYN,TXNIP,experimental_pairs
SBF2,COA8,experimental_pairs
ITGA1,MICAL1,experimental_pairs
MOCS2,NT5E,experimental_pairs
AGPAT4,CLU,experimental_pairs
ALS2CL,GRB10,experimental_pairs
NUFIP2,C19orf33,experimental_pairs
GSTM4,DIP2B,experimental_pairs
PRKAR1A,PTMS,experimental_pairs
PLEKHA5,MIR100HG,experimental_pairs
VAMP8,RFK,experimental_pairs
AGER,ETFB,experimental_pairs
PPP3CC,FAM107A,experimental_pairs
MANEA,MT-CO2,experimental_pairs
NFKBIL1,OCIAD2,experimental_pairs
DNALI1,IARS2,experimental_pairs
RNFT1,MCL1,experimental_pairs
HSPA13,TP53BP1,experimental_pairs
PDCD6,SH3KBP1,experimental_pairs
SLC46A3,MIR4435-2HG,experimental_pairs
PRPH2,ELK4,experimental_pairs
SIX2,TTC1,experimental_pairs
MT1F,BAG1,experimental_pairs
ALS2CL,ADSS,experimental_pairs
PARP12,RAB13,experimental_pairs
GTF3A,GET1,experimental_pairs
GTF3A,CUL4A,experimental_pairs
PSMD5,MBD4,experimental_pairs
UGGT1,OLA1,experimental_pairs
ATXN7L2,MLF2,experimental_pairs
RASIP1,ROCK2,experimental_pairs
KPNA2,DBI,experimental_pairs
IBTK,WDR26,experimental_pairs
RPL7L1,TIMP1,experimental_pairs
MAP1LC3B2,DNM1L,experimental_pairs
CYB561D1,EIF4EBP1,experimental_pairs
ADAMTS7,HLA-E,experimental_pairs
XPO7,SCAND1,experimental_pairs
TRAF3IP2,CALU,experimental_pairs
HSPA13,CSNK1G2,experimental_pairs
TRIP12,TMSB10,experimental_pairs
PVT1,RPS24,experimental_pairs
MUS81,PEBP1,experimental_pairs
CYB561D1,SPAG9,experimental_pairs
ROCK2,MAZ,experimental_pairs
RBFOX2,USP32,experimental_pairs
ENSA,APRT,experimental_pairs
CCRL2,ARMC10,experimental_pairs
HMGCR,MT-CO2,experimental_pairs
LIPG,ZNHIT6,experimental_pairs
TAOK1,ALCAM,experimental_pairs
GSTM4,ACSL4,experimental_pairs
EMP2,MALSU1,experimental_pairs
MEGF9,CLEC14A,experimental_pairs
AGAP2,TNIP2,experimental_pairs
ACTG1,AGO3,experimental_pairs
LPIN3,TMEM165,experimental_pairs
TBCEL,SPG21,experimental_pairs
NR2C1,HAX1,experimental_pairs
MICALL2,SLC25A24,experimental_pairs
TRPC4AP,PJA2,experimental_pairs
SMARCD2,FAU,experimental_pairs
TMEM9,CTPS1,experimental_pairs
ARHGAP26,AHSA1,experimental_pairs
DMRTA1,KDM1A,experimental_pairs
HAPLN3,NASP,experimental_pairs
MLEC,CHD8,experimental_pairs
ZNF229,ARF4,experimental_pairs
CHUK,TMF1,experimental_pairs
MYEOV,NPC2,experimental_pairs
NEAT1,POLR3D,experimental_pairs
UIMC1,RBBP6,experimental_pairs
CLIC1,POMP,experimental_pairs
IRF3,NMT2,experimental_pairs
UIMC1,WDR70,experimental_pairs
GPSM3,LARP7,experimental_pairs
PHF19,PLAC9,experimental_pairs
PDCD6,BUD31,experimental_pairs
MESP1,RSL24D1,experimental_pairs
PLPP3,DIS3,experimental_pairs
POLG,MRPL27,experimental_pairs
DHTKD1,EIF3J,experimental_pairs
BAG6,RPL34,experimental_pairs
RNFT1,BCAP31,experimental_pairs
NUDT3,TASOR2,experimental_pairs
ADAMTS10,CNIH4,experimental_pairs
GNAS,EIF5A,experimental_pairs
GSTO1,SEC11C,experimental_pairs
RWDD2B,TCTN3,experimental_pairs
TMEM222,COX7B,experimental_pairs
MYEOV,SRPRA,experimental_pairs
SLC2A11,BNIP3,experimental_pairs
GABARAPL2,HECTD1,experimental_pairs
STAC3,NDUFB2,experimental_pairs
MAP1LC3B2,CD99,experimental_pairs
PLBD2,NFIB,experimental_pairs
PMVK,TMEM165,experimental_pairs
IGFBP2,ARF1,experimental_pairs
REPIN1,MTX1,experimental_pairs
XPO7,FOCAD,experimental_pairs
RASIP1,ATP2B1,experimental_pairs
SEC61A2,BCLAF1,experimental_pairs
PSMD5,NR2F2,experimental_pairs
LSP1,CIB1,experimental_pairs
TNFRSF14,TCEAL4,experimental_pairs
RAB5B,NPC2,experimental_pairs
PLXNB1,IL32,experimental_pairs
PA2G4,GRB2,experimental_pairs
COG2,CBY1,experimental_pairs
XPO7,FKBP1A,experimental_pairs
CSDE1,ATP5F1D,experimental_pairs
NME6,POLR2A,experimental_pairs
NOS3,JUND,experimental_pairs
ZNF785,ZNF385D,experimental_pairs
CDCA2,GAS5,experimental_pairs
DET1,ELMSAN1,experimental_pairs
LTB,RWDD4,experimental_pairs
TMEM184C,NFIA,experimental_pairs
DCUN1D5,AGO3,experimental_pairs
PHF19,PPP6C,experimental_pairs
CNPY3,ZDHHC4,experimental_pairs
PLBD2,SKA2,experimental_pairs
RAB3A,SERPINE1,experimental_pairs
INPP5D,RPS13,experimental_pairs
BMPER,C1QBP,experimental_pairs
CSDE1,SNHG7,experimental_pairs
VAMP8,TNIP2,experimental_pairs
VPS11,MIF,experimental_pairs
SCARB1,SCARB1,experimental_pairs
TRA2A,GPRC5A,experimental_pairs
TRIB1,IGFBP5,experimental_pairs
PCMTD2,DNAJC10,experimental_pairs
GSTO1,ABI2,experimental_pairs
ACSS2,EEF1A1,experimental_pairs
ZNF229,SLC39A7,experimental_pairs
SELE,WDR36,experimental_pairs
TRIP12,NOL7,experimental_pairs
REXO4,NUDT5,experimental_pairs
POLR2M,BBS7,experimental_pairs
SMARCB1,NOL4L,experimental_pairs
CHUK,YIF1A,experimental_pairs
HMGCR,TMEM54,experimental_pairs
MESP1,MED28,experimental_pairs
NUDT18,DCTN6,experimental_pairs
NEAT1,SNF8,experimental_pairs
EMP2,DAD1,experimental_pairs
RNFT1,PREX1,experimental_pairs
FZD6,ITM2B,experimental_pairs
SMAD3,PRKACA,experimental_pairs
THADA,SREK1IP1,experimental_pairs
ZSCAN29,CLTB,experimental_pairs
DNMT3A,TWF1,experimental_pairs
VPS45,PSMD2,experimental_pairs
RAD50,CTNNA1,experimental_pairs
DMXL1,WDR61,experimental_pairs
REPIN1,TOMM34,experimental_pairs
YLPM1,BOLA3,experimental_pairs
ATXN7L2,TMEM54,experimental_pairs
CTNND1,MAP3K3,experimental_pairs
UIMC1,SNX4,experimental_pairs
SLC46A3,ATP5MF,experimental_pairs
NUB1,EIF5B,experimental_pairs
AKAP12,NDUFA4,experimental_pairs
SMUG1,ZBTB8OS,experimental_pairs
UQCRC1,PITRM1,experimental_pairs
RGS12,EPRS,experimental_pairs
NDUFA8,CBX3,experimental_pairs
CSDE1,ADSS,experimental_pairs
SEC61A2,TRAP1,experimental_pairs
SMAD3,RPS24,experimental_pairs
STAT5A,ZFAS1,experimental_pairs
GPR162,UBE2B,experimental_pairs
CPNE5,BLMH,experimental_pairs
FYCO1,CUL3,experimental_pairs
ZNF22,SPTBN1,experimental_pairs
AKAP12,IBTK,experimental_pairs
ZSWIM3,IDH2,experimental_pairs
PLBD2,MSRB2,experimental_pairs
DHODH,TUBA1A,experimental_pairs
PDCD6,MRPL19,experimental_pairs
ZNF229,CRIM1,experimental_pairs
REXO4,MTRF1L,experimental_pairs
CLIC1,GARS-DT,experimental_pairs
TNXB,MAP2K2,experimental_pairs
TRIM68,DNAJC19,experimental_pairs
ACTG1,C19orf33,experimental_pairs
INPP5B,TNPO1,experimental_pairs
PA2G4,DANCR,experimental_pairs
UQCRC1,FAM177A1,experimental_pairs
LIPG,ATP5PD,experimental_pairs
STAT5A,RPL27,experimental_pairs
HAPLN3,CBX3,experimental_pairs
DNMT3A,SSR2,experimental_pairs
ARG2,MT1X,experimental_pairs
GTF3A,GTF3A,experimental_pairs
COLGALT1,PDCD11,experimental_pairs
GPSM3,NRAS,experimental_pairs
DCUN1D5,PURA,experimental_pairs
ZNF281,TXNDC12,experimental_pairs
CUL9,UBXN7,experimental_pairs
CYP2J2,EEF1G,experimental_pairs
IRF3,TAX1BP3,experimental_pairs
MLH3,SEPTIN11,experimental_pairs
MT1F,ELOA,experimental_pairs
NUFIP2,CDCP1,experimental_pairs
OMA1,DAAM1,experimental_pairs
EDEM2,CALR,experimental_pairs
FZD6,SNHG6,experimental_pairs
AGTRAP,IER2,experimental_pairs
NT5C3B,SNHG32,experimental_pairs
FZD6,LSM4,experimental_pairs
COASY,LSM14A,experimental_pairs
NR2C1,TTC37,experimental_pairs
IRF3,CCDC124,experimental_pairs
MUS81,TGOLN2,experimental_pairs
LPIN3,MTRNR2L8,experimental_pairs
NDUFA8,HNRNPD,experimental_pairs
AGTRAP,RRP1B,experimental_pairs
PRPH2,TWISTNB,experimental_pairs
UBA5,CCPG1,experimental_pairs
TMUB1,TGM2,experimental_pairs
EDEM2,PWWP2A,experimental_pairs
TRIM47,RAP2B,experimental_pairs
FYN,FBL,experimental_pairs
MGA,PGRMC1,experimental_pairs
AGPAT1,ENY2,experimental_pairs
EHMT2,EXT1,experimental_pairs
CTNND1,TJP1,experimental_pairs
NEAT1,C9orf16,experimental_pairs
PLEKHA5,DNAJB4,experimental_pairs
HINT3,GANAB,experimental_pairs
HHAT,VTI1B,experimental_pairs
PLXNB1,MTCH2,experimental_pairs
YLPM1,TRIM22,experimental_pairs
PCMTD2,ITGA2,experimental_pairs
MT1F,TPM4,experimental_pairs
AGPAT4,IFITM3,experimental_pairs
HINT3,DNAJA2,experimental_pairs
IFI27L2,DRAP1,experimental_pairs
VPS11,XIAP,experimental_pairs
SMARCAD1,SMURF2,experimental_pairs
ZNF827,PSMC6,experimental_pairs
APH1A,ELAVL1,experimental_pairs
DGKA,ATP5MG,experimental_pairs
DGKA,RPS10,experimental_pairs
QTRT1,MTLN,experimental_pairs
ZNF785,PTEN,experimental_pairs
TTBK2,PLEKHB2,experimental_pairs
CREB1,PSME2,experimental_pairs
ARG2,SMIM30,experimental_pairs
IFI30,CAPZA1,experimental_pairs
ZSCAN29,RPL7,experimental_pairs
NFKB2,HDDC2,experimental_pairs
ZNF785,RPL21,experimental_pairs
STAT5A,MT-CO1,experimental_pairs
TMEM9,RPL23,experimental_pairs
MNT,PRELID1,experimental_pairs
CSDE1,RBMX,experimental_pairs
COLGALT1,RPS15,experimental_pairs
MAST3,ARFGEF2,experimental_pairs
POLG,PCBP1,experimental_pairs
SOX4,RPL13A,experimental_pairs
UBE2D1,ANXA4,experimental_pairs
MLH3,SEPTIN10,experimental_pairs
SVIL,SYNE1,experimental_pairs
SLC46A3,SPTBN1,experimental_pairs
UBE2D1,PLOD1,experimental_pairs
RWDD2B,FXYD5,experimental_pairs
RAD50,TJP1,experimental_pairs
TRIP12,PRKDC,experimental_pairs
ZNF764,CD93,experimental_pairs
SVIL,FSTL1,experimental_pairs
RGS12,ATP5F1D,experimental_pairs
INPP5B,PNPLA6,experimental_pairs
ACCS,MOGS,experimental_pairs
CHUK,DYNC1H1,experimental_pairs
LPIN3,KLF9,experimental_pairs
POLR2M,ATP1A1,experimental_pairs
PRKAR1A,RPL14,experimental_pairs
OTUD7B,RFLNB,experimental_pairs
DGCR6L,RNF126,experimental_pairs
POLG2,TUBB4B,experimental_pairs
CLIC1,P3H3,experimental_pairs
ARNT,HDAC2,experimental_pairs
NCEH1,TMEM243,experimental_pairs
UHRF1BP1,METTL26,experimental_pairs
ZNF281,RFXANK,experimental_pairs
PHRF1,TUBB,experimental_pairs
RPL7L1,PLPP1,experimental_pairs
TMEM184C,NDFIP2,experimental_pairs
UQCRC1,TFPI,experimental_pairs
AMT,BLOC1S1,experimental_pairs
DGCR6L,CDC42BPA,experimental_pairs
DOCK9,GIT1,experimental_pairs
XPO7,PHF19,experimental_pairs
DOCK9,VSIG10,experimental_pairs
SLC46A3,NGLY1,experimental_pairs
SOX4,MRPL34,experimental_pairs
TMEM167B,DDIT4,experimental_pairs
QTRT1,NDUFA1,experimental_pairs
RASIP1,MPDZ,experimental_pairs
MLH3,SF3B2,experimental_pairs
KPNA2,PLD3,experimental_pairs
NFKB2,PLEC,experimental_pairs
MANEA,FEM1B,experimental_pairs
RBFOX2,ADK,experimental_pairs
SMAD3,SLC25A17,experimental_pairs
ENSA,CNPY2,experimental_pairs
TAOK1,XRCC5,experimental_pairs
LAPTM4A,LAPTM4A,experimental_pairs
MGA,KRT19,experimental_pairs
ZNF774,UBE3A,experimental_pairs
DTYMK,FLNA,experimental_pairs
TTLL11,RAB31,experimental_pairs
MIR762HG,EIF3B,experimental_pairs
MMP11,EMP1,experimental_pairs
OTUD7B,CRIP2,experimental_pairs
POLR2M,ATF4,experimental_pairs
SMAD3,ARHGAP5,experimental_pairs
MMP11,GARS,experimental_pairs
MANEA,IFI6,experimental_pairs
ZNRF1,DST,experimental_pairs
PHRF1,EDF1,experimental_pairs
STK38,PSMC6,experimental_pairs
PRPH2,KRTCAP2,experimental_pairs
TAOK1,ITGA10,experimental_pairs
IST1,NUDT5,experimental_pairs
SPRED3,ERCC1,experimental_pairs
MYEOV,RAB6A,experimental_pairs
CCRL2,TMA16,experimental_pairs
P2RX7,GTF3C6,experimental_pairs
P4HA2,GNB4,experimental_pairs
KLHL7,PRPF40A,experimental_pairs
SELE,TMEM222,experimental_pairs
COG2,UBL5,experimental_pairs
ZSWIM3,SMCHD1,experimental_pairs
APH1A,VAMP2,experimental_pairs
SHISA4,AEBP2,experimental_pairs
MALAT1,TRAPPC1,experimental_pairs
GTF3A,ARCN1,experimental_pairs
LTB,CCT4,experimental_pairs
LMAN1,RPL37,experimental_pairs
NCEH1,ADD1,experimental_pairs
NUCB1,FAM174C,experimental_pairs
RAB3A,NDUFB3,experimental_pairs
GSTO1,PITPNB,experimental_pairs
RASIP1,PRKAG2,experimental_pairs
SMAD3,TAF15,experimental_pairs
SMARCAD1,JPX,experimental_pairs
B3GNT8,TIMM44,experimental_pairs
VWF,CPD,experimental_pairs
DMXL1,TRABD,experimental_pairs
ARHGAP26,BLOC1S2,experimental_pairs
MIER3,ESD,experimental_pairs
KDM6B,PSMD4,experimental_pairs
EHMT2,FKBP3,experimental_pairs
B3GNT8,DCTN3,experimental_pairs
INPP5B,MRPL41,experimental_pairs
MAP3K6,YIPF3,experimental_pairs
RAB5B,ATP1B1,experimental_pairs
NEAT1,TSC22D3,experimental_pairs
MOCS2,CTTNBP2NL,experimental_pairs
P2RX7,CAPZA1,experimental_pairs
PECR,NDUFB11,experimental_pairs
TNFRSF14,SMAP2,experimental_pairs
KPNA2,RAI14,experimental_pairs
RAB1A,RPLP2,experimental_pairs
MT1E,TKT,experimental_pairs
ZSWIM3,USP14,experimental_pairs
KMT2D,FAM241A,experimental_pairs
GPR162,GLS,experimental_pairs
NUFIP2,IRAK1,experimental_pairs
TRIM68,ATP5MPL,experimental_pairs
EGR1,MPC2,experimental_pairs
FYN,SF1,experimental_pairs
PDP1,RBM42,experimental_pairs
YLPM1,RPS27A,experimental_pairs
EZR,GNB5,experimental_pairs
P2RX7,GNL3,experimental_pairs
CLIC1,UBL5,experimental_pairs
NCOA5,LINC02802,experimental_pairs
FYN,RPS27L,experimental_pairs
IGFBP2,NDFIP1,experimental_pairs
YES1,UBN1,experimental_pairs
CSDE1,CCNB1,experimental_pairs
PLEKHA5,PACSIN2,experimental_pairs
RAB13,SPEN,experimental_pairs
KDM6B,MZT2B,experimental_pairs
ABHD2,SNRPB,experimental_pairs
NCEH1,TCEAL8,experimental_pairs
MLH3,ROCK2,experimental_pairs
SNX13,SNW1,experimental_pairs
IQGAP1,WRN,experimental_pairs
P4HA2,HDAC7,experimental_pairs
SELE,RAC2,experimental_pairs
VPS11,PDCD4,experimental_pairs
MAP1LC3B2,GOLGB1,experimental_pairs
MAST3,ZFC3H1,experimental_pairs
SH3RF1,MFAP1,experimental_pairs
SMARCAD1,ARL6IP4,experimental_pairs
TMEM167B,TEAD1,experimental_pairs
TNXB,UQCRB,experimental_pairs
DKK1,VPS53,experimental_pairs
CDCA2,PPP1R2,experimental_pairs
SETD3,ABL2,experimental_pairs
DYNC2LI1,VAT1,experimental_pairs
GCOM1,SNU13,experimental_pairs
RAB3A,GSTA4,experimental_pairs
DHTKD1,CAMLG,experimental_pairs
DMRTA1,SRP72,experimental_pairs
PDCD6,ZNF106,experimental_pairs
MUS81,SLC38A2,experimental_pairs
TRPC4AP,RPL13,experimental_pairs
FAM126A,PHIP,experimental_pairs
GSTO2,DUSP6,experimental_pairs
GCOM1,C4orf3,experimental_pairs
DGCR6L,SYNE1,experimental_pairs
CTNND1,ARL6IP4,experimental_pairs
TRIM47,SRRM2,experimental_pairs
YLPM1,DYNLRB1,experimental_pairs
PA2G4,GHITM,experimental_pairs
ARHGAP26,OTUD6B-AS1,experimental_pairs
IFI30,RPL22L1,experimental_pairs
CSDE1,SCD,experimental_pairs
BAG6,RPS28,experimental_pairs
TNFRSF1B,UCP2,experimental_pairs
PSMD5,PARVB,experimental_pairs
ZSCAN29,RNF130,experimental_pairs
TMUB1,PPP4R2,experimental_pairs
TNFRSF1B,SRSF4,experimental_pairs
BAG6,OCIAD2,experimental_pairs
PMAIP1,TSPAN4,experimental_pairs
DHODH,PRPF40A,experimental_pairs
PLPP3,CCDC50,experimental_pairs
PDLIM2,MT-ATP6,experimental_pairs
PHLDA3,PPP1R10,experimental_pairs
UBE2D1,NEIL2,experimental_pairs
CTNND1,HERC2,experimental_pairs
SMARCB1,P3H3,experimental_pairs
TMUB1,SSR3,experimental_pairs
ZNF229,NRP2,experimental_pairs
EZR,RPS3,experimental_pairs
TTLL11,XIST,experimental_pairs
ACSS2,CTTN,experimental_pairs
ITGA1,NDUFS2,experimental_pairs
EDEM2,PDS5A,experimental_pairs
TMEM123,RHOC,experimental_pairs
ATXN7L2,HMGA1,experimental_pairs
ACAD11,CSTB,experimental_pairs
AGTRAP,PDCD10,experimental_pairs
MAST3,MT-ND4,experimental_pairs
REPIN1,PTX3,experimental_pairs
RWDD2B,EPB41L2,experimental_pairs
ZNF764,DBT,experimental_pairs
FYCO1,CSTB,experimental_pairs
PROX1,SULF2,experimental_pairs
AGAP2,USO1,experimental_pairs
IRF1,ATM,experimental_pairs
DET1,TXNDC5,experimental_pairs
USP25,POLR2H,experimental_pairs
ACTG1,HIGD2A,experimental_pairs
FAIM,COPZ1,experimental_pairs
RAB3A,HUWE1,experimental_pairs
HEATR5B,PCNP,experimental_pairs
TMEM38A,ELOVL1,experimental_pairs
QRICH2,RPL15,experimental_pairs
HINT3,ROCK2,experimental_pairs
QTRT1,CASP3,experimental_pairs
TTC32,EBAG9,experimental_pairs
ATP6V0E2,RAB1A,experimental_pairs
CDKN2B,SULT1B1,experimental_pairs
BABAM1,WNK1,experimental_pairs
KIF3A,SLC52A2,experimental_pairs
SLC46A3,CFL2,experimental_pairs
ITGB4,RPL38,experimental_pairs
AMT,TPM3,experimental_pairs
FLI1,TMEM131,experimental_pairs
ECM1,SLC7A2,experimental_pairs
KALRN,GFPT2,experimental_pairs
NME6,RPS2,experimental_pairs
HHAT,ECH1,experimental_pairs
TMED10,SEPTIN7,experimental_pairs
RPL7L1,RB1CC1,experimental_pairs
TRAF6,UBE2I,experimental_pairs
ZNF764,UXS1,experimental_pairs
RSPO3,ATP6V0B,experimental_pairs
IFI27L2,BAG6,experimental_pairs
COLGALT1,TGOLN2,experimental_pairs
IFIT1,ICAM2,experimental_pairs
NOTCH4,SRPRA,experimental_pairs
TMUB1,PSMB5,experimental_pairs
TMUB1,PTGR1,experimental_pairs
CLDN1,MYL12B,experimental_pairs
RAB3A,SREK1,experimental_pairs
SMIM13,VKORC1,experimental_pairs
CHUK,PPIC,experimental_pairs
PEX6,P4HB,experimental_pairs
DET1,TINAGL1,experimental_pairs
FLI1,NDUFA7,experimental_pairs
RNF146,ACIN1,experimental_pairs
RPL7L1,SQLE,experimental_pairs
GRB14,MBTPS1,experimental_pairs
ARG2,SERP1,experimental_pairs
CYB561D1,DYNLT1,experimental_pairs
ARPC2,GCSH,experimental_pairs
TMUB1,APPL1,experimental_pairs
IRF1,MCM6,experimental_pairs
HIF1A,UTP11,experimental_pairs
ABHD17C,ID3,experimental_pairs
DNALI1,SH3RF3,experimental_pairs
LMAN1,ADIRF,experimental_pairs
MALAT1,UQCRH,experimental_pairs
PHRF1,LAGE3,experimental_pairs
MT1E,LIMS1,experimental_pairs
TBCEL,MAP2K1,experimental_pairs
LAPTM4A,SNX6,experimental_pairs
CDKN2B,CNIH4,experimental_pairs
DOCK9,SRSF11,experimental_pairs
TMUB1,BAG6,experimental_pairs
XPO7,RRM2,experimental_pairs
SLC26A6,GTF2I,experimental_pairs
MLH3,CWC15,experimental_pairs
CREB1,SRI,experimental_pairs
RAD50,LRBA,experimental_pairs
DGCR6L,GALNT11,experimental_pairs
MNT,RPL21,experimental_pairs
NR2C1,RPS2,experimental_pairs
DKK1,HAGH,experimental_pairs
IST1,MAGED2,experimental_pairs
SNAPC5,UBA6,experimental_pairs
LAG3,CHCHD2,experimental_pairs
PECR,AGPAT4,experimental_pairs
MLEC,RAB2A,experimental_pairs
TRIB1,PTTG1IP,experimental_pairs
MEGF9,IMMT,experimental_pairs
ACOT8,EIF4A2,experimental_pairs
ROCK2,PQBP1,experimental_pairs
PLPP3,RAD23A,experimental_pairs
STAC3,GLG1,experimental_pairs
IRF3,ERI3,experimental_pairs
TMED10,RPN2,experimental_pairs
PDP1,UXT,experimental_pairs
BMPER,MT-ATP8,experimental_pairs
PLPP3,HMGCR,experimental_pairs
GPSM3,DDX10,experimental_pairs
LAG3,HSPB1,experimental_pairs
HMGCR,LRP10,experimental_pairs
OASL,ZNF428,experimental_pairs
SIX2,C18orf32,experimental_pairs
MRPL3,LRP11,experimental_pairs
MIR762HG,DIAPH1,experimental_pairs
SLC2A6,RNASEK,experimental_pairs
